Strategy,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-07-27 19:25:00,2023-07-27 23:01:00,MCX COPPER,735.0,735.7,7500,-1,-5250.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-07-28 19:55:00,2023-07-28 23:00:00,MCX COPPER,742.25,743.75,7500,1,11250.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-07-31 16:20:00,2023-07-31 17:45:00,MCX COPPER,745.6,749.6,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-07-31 19:55:00,2023-07-31 23:00:00,MCX COPPER,752.5,755.5,7500,1,22500.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-01 12:55:00,2023-08-01 16:13:00,MCX COPPER,754.8,753.55,7500,-1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-02 20:35:00,2023-08-02 23:00:00,MCX COPPER,737.25,737.25,7500,-1,-0.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-03 13:10:00,2023-08-03 18:23:00,MCX COPPER,734.35,738.35,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-03 21:25:00,2023-08-03 23:00:00,MCX COPPER,743.8,745.9,7500,1,15750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-04 16:50:00,2023-08-04 18:03:00,MCX COPPER,738.8,738.55,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-07 10:57:00,2023-08-07 13:22:00,MCX COPPER,737.2,741.2,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-07 22:45:00,2023-08-07 23:00:00,MCX COPPER,737.3,737.45,7500,1,1125.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-08 14:15:00,2023-08-08 17:11:00,MCX COPPER,728.5,728.25,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-08 20:35:00,2023-08-08 23:00:00,MCX COPPER,728.95,729.75,7500,1,6000.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-11 13:06:00,2023-08-11 19:46:00,MCX COPPER,725.3,725.05,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-14 11:40:00,2023-08-14 13:43:00,MCX COPPER,722.9,726.15,7500,1,24375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-16 11:25:00,2023-08-16 16:18:00,MCX COPPER,722.1,722.35,7500,1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-17 11:40:00,2023-08-17 16:42:00,MCX COPPER,720.3,724.3,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-18 11:00:00,2023-08-18 12:45:00,MCX COPPER,724.0,723.75,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-22 09:45:00,2023-08-22 17:52:00,MCX COPPER,728.85,732.1,7500,1,24375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-23 10:35:00,2023-08-23 13:07:00,MCX COPPER,734.9,735.15,7500,1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-23 19:00:00,2023-08-23 20:41:00,MCX COPPER,735.25,739.25,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-24 10:30:00,2023-08-24 15:52:00,MCX COPPER,736.7,734.45,7500,-1,16875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-28 17:35:00,2023-08-28 23:00:00,MCX COPPER,733.2,732.75,7500,1,-3375.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-29 10:55:00,2023-08-29 23:00:00,MCX COPPER,734.65,736.9,7500,-1,-16875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-30 18:40:00,2023-08-30 23:00:00,MCX COPPER,738.2,738.0,7500,1,-1500.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-31 11:20:00,2023-08-31 15:37:00,MCX COPPER,736.2,734.95,7500,-1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-08-31 21:36:00,2023-08-31 23:00:00,MCX COPPER,735.3,735.65,7500,-1,-2625.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-01 18:40:00,2023-09-01 20:01:00,MCX COPPER,745.8,741.8,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-05 13:40:00,2023-09-05 19:01:00,MCX COPPER,735.2,739.2,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-06 14:00:00,2023-09-06 23:00:00,MCX COPPER,737.2,733.05,7500,-1,31125.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-07 12:35:00,2023-09-07 13:30:00,MCX COPPER,732.6,728.6,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-07 13:55:00,2023-09-07 18:21:00,MCX COPPER,729.25,728.0,7500,-1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-07 18:51:00,2023-09-07 23:00:00,MCX COPPER,727.45,728.5,7500,1,7875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-08 11:56:00,2023-09-08 14:51:00,MCX COPPER,726.3,722.3,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-11 11:25:00,2023-09-11 23:00:00,MCX COPPER,727.45,733.55,7500,1,45750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-12 13:30:00,2023-09-12 21:12:00,MCX COPPER,732.1,731.85,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-13 16:30:00,2023-09-13 23:00:00,MCX COPPER,732.8,732.7,7500,-1,750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-14 11:20:00,2023-09-14 14:07:00,MCX COPPER,734.55,734.8,7500,1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-14 15:25:00,2023-09-14 16:33:00,MCX COPPER,734.25,738.25,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-18 17:50:00,2023-09-18 23:00:00,MCX COPPER,734.5,731.55,7500,-1,22125.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-19 17:40:00,2023-09-19 23:00:00,MCX COPPER,726.2,727.1,7500,-1,-6750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-20 13:30:00,2023-09-20 18:44:00,MCX COPPER,726.2,727.45,7500,1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-20 18:56:00,2023-09-20 23:00:00,MCX COPPER,728.1,728.25,7500,-1,-1125.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-21 11:40:00,2023-09-21 18:26:00,MCX COPPER,723.7,713.45,7500,-1,76875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-21 21:15:00,2023-09-21 23:00:00,MCX COPPER,717.3,718.35,7500,1,7875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-22 09:05:00,2023-09-22 11:11:00,MCX COPPER,718.7,714.7,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-22 11:35:00,2023-09-22 23:00:00,MCX COPPER,716.25,714.4,7500,-1,13875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-25 12:15:00,2023-09-25 15:08:00,MCX COPPER,716.45,714.2,7500,-1,16875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-25 18:45:00,2023-09-25 23:00:00,MCX COPPER,716.85,713.95,7500,1,-21750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-26 19:25:00,2023-09-26 23:00:00,MCX COPPER,712.55,712.5,7500,1,-375.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-28 10:11:00,2023-09-28 12:35:00,MCX COPPER,708.15,712.15,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-28 13:05:00,2023-09-28 17:08:00,MCX COPPER,713.3,715.55,7500,1,16875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-28 19:05:00,2023-09-28 21:17:00,MCX COPPER,718.4,718.65,7500,1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-28 21:40:00,2023-09-28 23:00:00,MCX COPPER,719.7,719.55,7500,-1,1125.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-09-29 19:00:00,2023-09-29 20:07:00,MCX COPPER,726.9,722.9,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-03 09:35:00,2023-10-03 13:09:00,MCX COPPER,704.35,701.1,7500,-1,24375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-03 13:10:00,2023-10-03 15:23:00,MCX COPPER,701.4,705.4,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-03 15:50:00,2023-10-03 18:41:00,MCX COPPER,706.0,702.0,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-04 09:35:00,2023-10-04 12:53:00,MCX COPPER,700.9,699.65,7500,-1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-05 22:55:00,2023-10-05 23:00:00,MCX COPPER,696.95,696.6,7500,-1,2625.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-06 09:35:00,2023-10-06 13:40:00,MCX COPPER,698.1,701.35,7500,1,24375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-11 22:21:00,2023-10-11 23:00:00,MCX COPPER,703.5,703.1,7500,-1,3000.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-13 13:20:00,2023-10-13 14:38:00,MCX COPPER,701.0,701.25,7500,1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-13 16:15:00,2023-10-13 17:56:00,MCX COPPER,701.25,700.0,7500,-1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-16 12:30:00,2023-10-16 23:00:00,MCX COPPER,701.6,700.5,7500,1,-8250.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-17 10:50:00,2023-10-17 19:56:00,MCX COPPER,696.5,700.5,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-18 09:05:00,2023-10-18 18:59:00,MCX COPPER,703.2,702.95,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-19 12:10:00,2023-10-19 14:21:00,MCX COPPER,698.9,700.15,7500,1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-19 14:35:00,2023-10-19 22:28:00,MCX COPPER,700.7,700.45,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-23 15:35:00,2023-10-23 18:54:00,MCX COPPER,692.05,696.05,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-25 09:05:00,2023-10-25 15:36:00,MCX COPPER,699.5,695.5,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-27 12:36:00,2023-10-27 20:34:00,MCX COPPER,703.25,706.5,7500,1,24375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-10-30 17:30:00,2023-10-30 21:50:00,MCX COPPER,712.2,708.2,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-02 12:00:00,2023-11-02 23:00:00,MCX COPPER,708.7,710.25,7500,-1,-11625.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-03 11:35:00,2023-11-03 14:39:00,MCX COPPER,712.75,708.75,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-03 19:40:00,2023-11-03 23:00:00,MCX COPPER,711.0,710.0,7500,1,-7500.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-06 12:57:00,2023-11-06 23:00:00,MCX COPPER,711.15,713.8,7500,-1,-19875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-07 14:40:00,2023-11-07 21:23:00,MCX COPPER,709.1,708.85,7500,-1,1875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-08 09:20:00,2023-11-08 14:52:00,MCX COPPER,709.7,710.95,7500,1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-09 17:45:00,2023-11-09 23:00:00,MCX COPPER,703.6,705.7,7500,1,15750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-10 18:10:00,2023-11-10 20:29:00,MCX COPPER,701.65,697.65,7500,1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-13 09:52:00,2023-11-13 13:07:00,MCX COPPER,696.45,700.45,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-14 21:10:00,2023-11-14 23:00:00,MCX COPPER,711.1,708.6,7500,1,-18750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-15 18:25:00,2023-11-15 23:00:00,MCX COPPER,711.4,712.45,7500,-1,-7875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-16 10:55:00,2023-11-16 17:42:00,MCX COPPER,709.9,711.15,7500,1,9375.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-17 09:15:00,2023-11-17 23:00:00,MCX COPPER,708.8,711.45,7500,1,19875.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-20 11:40:00,2023-11-20 21:03:00,MCX COPPER,713.55,717.55,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-21 14:40:00,2023-11-21 23:06:00,MCX COPPER,717.55,717.0,7500,-1,4125.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-22 11:15:00,2023-11-22 23:00:00,MCX COPPER,715.5,712.5,7500,-1,22500.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-24 22:45:00,2023-11-24 23:00:00,MCX COPPER,714.8,715.25,7500,1,3375.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-28 13:10:00,2023-11-28 19:15:00,MCX COPPER,716.7,720.7,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-11-28 21:35:00,2023-11-28 23:00:00,MCX COPPER,722.1,722.2,7500,1,750.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-12-05 09:25:00,2023-12-05 18:52:00,MCX COPPER,719.7,715.45,7500,-1,31875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-12-05 21:30:00,2023-12-05 23:01:00,MCX COPPER,714.3,713.05,7500,-1,9375.0,TimeExit
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-12-07 11:20:00,2023-12-07 20:15:00,MCX COPPER,710.3,712.55,7500,1,16875.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-12-08 11:40:00,2023-12-08 14:34:00,MCX COPPER,716.4,720.4,7500,-1,-30000.0,StopLoss
MCX_Copper_5m_CCI_ADX_MFI_V28,2023-12-08 15:05:00,2023-12-08 19:53:00,MCX COPPER,720.5,720.75,7500,1,1875.0,StopLoss
